iter	Logloss
852	0.1151569245
853	0.1151364417
854	0.1151297778
855	0.1151226602
856	0.1151097241
857	0.1150957034
858	0.1150752945
859	0.1150657916
860	0.1150592573
861	0.1150432917
862	0.1150242182
863	0.1150157527
864	0.1150001775
865	0.1149840335
866	0.1149575718
867	0.1149417404
868	0.1149164359
869	0.1148753923
870	0.1148480852
871	0.1148374639
872	0.1148255771
873	0.1148172691
874	0.1147808433
875	0.1147441239
876	0.1147351285
877	0.1147181853
878	0.1147102609
879	0.1146858851
880	0.1146754708
881	0.114660687
882	0.1146558777
883	0.1146431738
884	0.1146291653
885	0.1145977436
886	0.1145854118
887	0.11457577
888	0.1145665188
889	0.1145542589
890	0.1145468855
891	0.1145271252
892	0.1145174302
893	0.1145005447
894	0.1144795702
895	0.1144680876
896	0.1144583606
897	0.1144430038
898	0.1144320286
899	0.1144194492
900	0.1144019211
901	0.1143758805
902	0.1143635593
903	0.1143505143
904	0.114340965
905	0.1143156048
906	0.1143086584
907	0.1142947788
908	0.1142837538
909	0.1142747474
910	0.1142506402
911	0.1142363382
912	0.1142156541
913	0.1142035784
914	0.1141801269
915	0.1141609306
916	0.1141303035
917	0.114094531
918	0.1140815195
919	0.1140622559
920	0.1140499789
921	0.1140292204
922	0.1140139166
923	0.1140050782
924	0.113987089
925	0.1139697158
926	0.1139575606
927	0.113929368
928	0.1139105955
929	0.1139013636
930	0.1138866701
931	0.113866771
932	0.1138462558
933	0.1138227258
934	0.1137877657
935	0.1137747944
936	0.1137673561
937	0.1137499193
938	0.1137361696
939	0.1137131944
940	0.113700795
941	0.1136865787
942	0.1136741188
943	0.1136667665
944	0.1136570971
945	0.1136498683
946	0.1136365736
947	0.1136040508
948	0.1135956306
949	0.1135655352
950	0.1135512026
951	0.1135401653
952	0.1135155311
953	0.1135070733
954	0.1134831149
955	0.1134710662
956	0.1134569098
957	0.1134473034
958	0.1134295433
959	0.1134178096
960	0.1133907366
961	0.1133822016
962	0.1133718734
963	0.1133501054
964	0.1133291128
965	0.1133123992
966	0.1132934253
967	0.1132815507
968	0.1132699181
969	0.1132530405
970	0.1132421844
971	0.1132347728
972	0.1132145422
973	0.1132031
974	0.1131872104
975	0.1131511095
976	0.1131381569
977	0.1131282576
978	0.1131183438
979	0.1131131282
980	0.1130990909
981	0.1130865613
982	0.1130785968
983	0.113070498
984	0.1130580678
985	0.1130466632
986	0.1130295006
987	0.1130198332
988	0.1129949951
989	0.11297934
990	0.1129475811
991	0.112923012
992	0.1129051152
993	0.1128815925
994	0.1128686535
995	0.1128580353
996	0.1128504748
997	0.1128382969
998	0.1128263961
999	0.1128068048
